,comments,date
501,"Recap dan Bookmark.
Collection Semua Tulisan Saya Baik Itu Serius dan Shitposting Meme Di Stockbit ada di Thread Ini.
Biar mudah untuk mencarinya.

Hi Teman-Teman Stockbit. Selamat Malam. Semoga selalu diberkati hari-hari kedepannya.
Have a blessed week ahead.

Kali ini saya ingin mengenalkan saya Kembali bagi yang belum mengenali saya.

Allow me to introduce myself once again for u all who don’t know about me. Who Am I?

Just call me Ed if u don’t know something about me. I’m a 24-Year-Old retail investor. Just an ordinary person. Daily routine? Just a nine to five banker irl.

We’re just ordinary people after all. Nothing special about me. I always keep myself as low as a grainy paddy.

Preaching and Teaching? I like it Like That, Pete Rodriguez Spirit. As a Christian, I believe at the story about The Parable of The Bags of Gold (Talents) / Parable of Ten Minas and The Sower. Be good as the lamp, Salt and Light.

Maybe, some people think about my sensitive topic here.
I write some sensitive thing? Nope. You can dig through the unspoken truths about IDX market with all the resources which u have. Internet, Books, Fable-Tale about Tycoon, IDX Report.
Sometimes, we need to be more a little bit realistic. Some Sins happens here? We are humans.

Kenapa Namanya GordonGeckoleon? Wallstreet 1987, Blue Horse Love Anacott Steel. Saya suka Michael Douglas, Gordon Gekko sang Corp Rider. Bagi saya, investasi sebenarnya yin dan yang. Toh di Wallstreet 2010 ada sedikit pertobatan pada akhirnya. Gekko is an interesting guy.
Grey, For me he is an antihero at the end.

Semoga apapun yang saya bagikan disini bisa memberikan insight dan manfaat bagi pembaca. Interpretasi orang bisa negatif di platform ini. We can’t please anybody here.

Kalau ada pertanyaan di DM, silahkan DM saja. Tidak usah sungkan. Saya tidak menggigit.

Penegasan:
Semua tulisan bukan perintah jual atau beli dan merupakan rekomendasi transaksi saham.
Saya bisa saja memiliki Posisi di Saham Yang Saya tuliskan di tulisan saya.

SECTION PERUSAHAAN, EMITEN:

1. Belajar Soal Contoh Transaksi Tukar Guling, Share Swap dan Merger.
Tukar Guling LSIP dan IDKM, Merger BMTR MNCN sepertinya merupakan sebuah dejavu di Bursa.
Anthoni Salim yang secara tidak langsung merupakan sosok dibalik EMTEK. Cerita menarik jika anda lihat.
Chairul Tanjung, Eddy Saariatmadja yang merupakan proxy tidak langsung dibalik Salim.

Tukar Guling. Explanation Salim and Eddy Relation. Merge IDKM and SCMA?
Tukar Guling Part 2.

2. Cerita tentang Green Energy and KADIN.
KADIN has a big play and narration about green energy. They have fishy intentions. After all, ESG just a freaky clown Those Londo, West World politic-concept.
Kadin Green Games
Kadin Green Games Reel
Opung, Pandu, Boy Thohir, Kartika W, Arsjad Rasjid, Tommy Winata, Franky Oesman Widjaja
Arsjad Rasjid and Green Energy. Riddle LKH
Gautam Adani Surpass Bezoz!

3. Provident Investasi Bersama,
Provident Investasi Bersama, Investasi Bersama Provident 😃
Cerita soal Group Provident, ada sesuatu soal Winato Kartono?
Salah satu tokoh MnA menarik di Indonesia, menjalin Partnership dengan Edwin Soeryadjaya. Salah satu Top Private Equity di Indonesia, Provident Capital and Partners.
PALM and MMLP, Whats Going On?
Winato Kartono Entering PALM
Boy Thohir, Giovanna Thohir PALM
Boy Thohir, Giovanna Thohir PALM (2)
Investigating PALM ( Boy Thohir and Winato Kartono ).
Calculation ROUGH SOTP of PALM (Belajar Sum Of The Part)
Detail Calculation.
Provident Investasi Bersama: Mini Saratoga, Mini Holding. Penuh Asumsi dan Spekulasi.
Investasi Bersama Provident, not Provident Investasi Bersama (Inserting Drake Meme).

4. Singaporean Banks In Indonesia, Qualitative Analysis of Nilai Inti Sari Penyimpanan (NISP) -OCBC, UOB (Previously BBI Bank Buana Indonesia) and DBS.
Cerita tentang Bank Xin Jia Po.
Sporean Bank 1
Sporean Bank 2

5. , Bukan perusahaan pengalengan udang dan ikan lagi. Sudah jadi Raksasa Pantai Indah Kapuk 2.
PIK 2 Backdoor stock. Kekuatan Aguan, Sugianto Kusuma Lord Ncek. Beserta Nama yang tidak boleh sembarangan lu sebut.
Risk PANI (1)
PANI 2, ERAA, RF.
Namaste Salim x Aguan, Salam Tzu Chi.
Namaste Salim x Aguan 2, Salam Tzu Chi.
Amalan Cinta kasih Buddhist
Main Golf dulu di PIK 2, menutup exitnya saya dari PANI.

6. Cerita BO (Beneficial Owner) dari Amman International
Amman Internasional, katanya punya MEDCO dan Panigoro Family, sebenarnya ada pemilik lain terselubung.
Selamat menikmati cerita Salim, Agoes Prodjo, Alex Ramlie. Salim dan Investment Bankers, menguasai Tembaga.
Introducition To Amman Mineral International
Salim Sang Truth BO Amman.
Teka Teki Tembaga dan BRMS,

7. Shitposting OASA Maharaksa Biru Energi:
Saham lucu yang sangat lucu. Ex Bakrie and Brothers memulai Bisnis barunya sendiri, mengambil kue dan mencoba berpindah kuadran dari Professional ke Entrepreneur, Businessman dan Investor
Katanya, EBT First Market Mover kalau kata PV Lord Mirae.
Kalau kata Klub Rumah, mau nyari funding pakai Namanya sendiri.
Guessing The Corp Act?
Shitposting Adani
Learning From Waste Management, Mafia Business. Peter Lynch One Of His Favourite Stock.
The Future Is Now.
SUEZ Group, France Infra Player. Blusukan Sowan.
A Fun Initiate Report Of OASA.
La Vie La Bonjour La Cherie Amor.
Cinta Laura Kiehl, Commissioner Of OASA.
Peer To Peer Analysis, Waste Management and Veolia.
Maharaksa Biru Energi Risk (1)
Maharaksa Biru Energi Risk (2)
Cinta Laura, Rangga, EZ. Let’s Go Blue Campaign in Citayam
Bobby & Partners and Edwin Soeryadjaya
Cinta Laura x Lambe Turah. Let’s Go Blue Campaign.
Trivia OASA, MARI and ET.
Jangan Lupa Buang Sampah Pada tempatnya.
Negotiation of 20% Of OASA. Something Brewing.
Penelusuran Beneficial Owner OASA.
Rewrite The Risk.
Fransisca Wiryasaputra and OASA
Pelangi Pelangi
OASA Partnership?

INDONESIAN TYCOON OLD-Section

8. Old Soeryadjaya Stories.
Salah satu favorit saya, Edwin Soeryadjaya. Salah satu duo pangeran Soeryadjaya Family. Membawa Kembali kejayaan Astra di Indonesia.
Dulu Spoiled Kid, sekarang jadi BRK Indonesia.
Edwin Soeryadjaya and Elon Musk
Learn about Soeryadjaya, Civil War

9. Anthoni Salim, Cerita Terselubung The Actual Richest Man In Indonesia.
The title alr. Describe it.
Anthony Salim in Peenoisse
Salim in Financial.
Salim Penguasa Indonesia
Salim dan Coal, Welcoming BUMI
Salim, The Winner Takes It All. The Losers Standing Small.
Salim Sang Truth BO Amman.
Teka Teki Tembaga

9. Cerita soal B7 pun pernah menjebak Indo hidden tycoons.
Cerita tentang nasihat dan curhatan client saya selama tiga jam, seorang konglomerat.
Bad truth about Lehman. Bakrie, Seven Brothers menjebak Fomo layaknya era hype digital, farmasi di tahun 2003-2008 yang menjebak pasangan suami istri tsb.
Catatan :
Seven Brothers: Sebutan untuk Emiten Bakrie < Lehman Brothers 2008, , BNBR, ENRG, ELTY, BTEL, UNSP, DEWA yang termasuk Seven Brothers. Saham Bakrie memiliki cerita menarik dikarenakan big caps, likuid, memiliki eksposur dengan politik dan pemerintah.
BRMS VIVA MDIA JGLE Tidak termasuk seven brothers (Karena IPO setelah bencana Lehman Subprime).
Saya menyebut Lehman = Subprime gara-gara client saya

10. Sedikit kisah soal Theodore Permadi Rachmat, CEO Lord.
CEO Lord? Ya, Dari CEO dan Komisaris Astra berpindah kuadran, didikan Om William Soeryadjaya, memimpin Astra hingga merintis Usaha sendiri, membesarkan Triputra Group di masa tuanya.
BTPS Grameen Bank dan TP Rachmat.
Part 1 BTPS
Part 2 BTPS

ADMF and TP Rachmat, Saham Bapak - Bapak Koko Koko : Adira Dinamika Multi Finance & Cerita Angsa Bertelur Emas Seorang TP Rachmat.

Perkenalan TP Soal Rachmat
Apa yang CARS punya tapi ASLC Nggak Punya?
Setajuk Cerita TP Rachmat

11. Hermanto Tanoko, Tanoko Family: Soerabaja Real Businessmen. Crazy Rich Kerjo Kerjo Growth Growth.
Sinergitas Ekosistem Bahan Bangunan CAKK Acq

12. Sedikit kisah Djarum Group (Beli Bli, Ranch dan Djarum)
Sedikit Cerita soal group Djarum. Cash Rich boi. Good GCG. Good Stakeholders.
Kekuatan Vehicle Keluarga Kudus setelah Tax Amnesty.
Ranch Market Introduction
BELI Pre IPO, Shareholder Analysis and Rumors Djarum.
Takedown IG Post By BCA Securities.
WELCOMING BELI IPO. HIT ALL.
BDMN BBCA
Ibu Vera Eve Lim Riddle

UNPOPULAR SECTION: BROKER HOUSE, INVESTORS and PRIVATE EQUITY (REAL MARKET-MAKER) LORDS?

13. Riddle About Lord Kheng Hong, not Lo Kheng Hong. He’s A Lord!
I know something about him which can’t be opened to public. Mr Ahong merupakan sahabat dari mama sahabat di masa SMA saya. Beliau memang investor publik yang unik dan keren. Panjang sabar, modal tidak habis. Bantalan besar, MOS besar saya tetap akumulasi.
Even LKH bukan lulusan luar, beliau menunjukkan beliau bisa memperoleh triliunan dari Bursa.
ABMM Shareholder. Exposing Kheng Hong & Haiyanto.
Riddle Mayapada and Tahir. Unpopular Secret.
Ketemu LKH di Central Park, My Opinion About Him.
Riddle LKH.

SEGMEN BROKER SEKURITAS DAN WAJAH DIBALIK BROKER.

Wajah, analisis dibalik orang-orang dibalik Broker House. Cerita menarik soal Bursa.

14. Broker House and Related Unpopular Broker Guy Series:
Introduction to Suwantara Gotama. Nama yang Tidak b
Om San San, Riddle Samuel Sekuritas (IF) IFYKWIM
Laggard HP Lord FS The One.
Tjoeay Jarvis and Fransisca W, Mirae.
Teka Teki IF dan FILM.
Introduction To Master Broker. AZ, HP, IF, KI, MG, RF
Suwantara Gotama Flex The Scalp!
BUMI Suwan
Suwan MBSS

15. Cerita tentang Broker Ciptadana.
Ciptadana Sekuritas Catherine Irene Peggy Tirta - Tony Aileen Hambali DANA.
Teka Teki Ciptadana Sekuritas.

16. Story about Om Pieter Tanuri Cumi-Cumi. Trimegah, Syailendra and Buana Capital Boi.
Pieter Tanuri, Im not a Squid man!
Syailendra Capital, Pieter Tanuri, Jos Parengkuan, Jonathan Chang.

17. Cerita Om Jonathan Chang Indonesian Jardine Matheson Guy- Astra Market Maker
Cerita misterius tentang sosok Jonathan Chang.
Introduction
Jonathan Chang, Jonathan Chang, Indonesian Jardine Matheson Guy- Astra Market Maker
Jonathan Chang, Tambahan

18. SHAREHOLDER ANALYSIS:
Salah satu favorit saya, Membuka lapisan Perusahaan hingga tetes terakhir, Tetes terakhir nikmat, hingga tetes terakhir.
ADRO, Belajar Batubara Keluarga Old Astra
ADRO Revisi (Jika membuka Saratoga dsb).
HRUM, Belajar Barki Family
Amman Mineral Internasional

UNCLASSIFIED:
IMPC Norway, Exit Stocksplit and PP eh?
IMPC Tjipto Family. Guess the Boy-Girl Friend.
Teka Teki Keluarga Setijo , PBRX, SRIL AISA.
BIRD and Binar
BIRD and Gojek? Patrick Walujo Fishy Move.
SMMT Buyers, menebak pembeli Batubara Rajawali.
Political Stock
ARKO Trivia. Introduction to New Gen Astra.

PHILOSOPHY:
Plato Socrates Aristoteles 1.1
Philosophy 11.11, Rasa Syukur dan Berbagi

SHITPOSTINGS:
Some Memes Yow.
IPPE ZATA BEBS ZATA IPO Kekuatan
HT and Arsari MSIN MNCN BMTR IPTV
Ligtnight, Doc Hudson bisa pension

ART and PDF:
I love drawing.
ART Bill Ackman

PDF Section:
Jonathan Chang, Jonathan Chang, Indonesian Jardine Matheson Guy- Astra Market Maker

Happy Weekend, Enjoy Reading. Semoga tulisan ini membawa hal baik dan menebar garam dan terang bagi kita semua.

1 Chronicles 4:10 NIV
“Jabez cried out to the God of Israel, ""Oh, that you would bless me and enlarge my territory! Let your hand be with me, and keep me from harm so that I will be free from pain."" And God granted his request. . ”

May The Force Be With Us, Let The Cuan Be With Us.","13 Nov 22, 19:58 · Edited on 14 Nov 22, 08:47"
502,"random tag
$ENZO $INDF $PANI $PICO $ROTI","13 Nov 22, 17:32"
503,OTW GOCENG $PANI HARGA MATI,"13 Nov 22, 15:10"
504,"Emiten property terbaik sudah jelas $PANI
Selalu invest di nomor 1, karena nilai saham akan segera menyusul kinerja perusahaannya.

Kesabaran akan membuahkan hasil 💯","13 Nov 22, 15:05 · Edited on 13 Nov 22, 15:15"
505,@RudiAlexander ingat kasus $PANI boy harga 500 ke 5000,"12 Nov 22, 17:18"
506,$PANI,"12 Nov 22, 14:44"
507,"SAHAM APA DULU? YA KALO SAHAM A, COBA KALO BELI SAHAM B? (coumponding interest)
=============================================

Ayah saya dulu pernah bertani bawang di daerah pedesaan tempat tinggal saya sama seperti petani lainnya. beliau petani telaten yang setiap musim panen mendapatkan hasil jauh lebih banyak dibandingkan dengan petani lainnya. banyak yang memuji ketekunan beliau dalam bertani.

Saya ingat waktu masih SD, ketika itu sedang libur. Saya dan adik saya dengan suka cita ikut beliau menggarap kebun yang luas nya hampir satu bukit khusus tanah kakek saya yang boleh digunakan untuk bertani. saya terlahir hidup sederhana jauh dari kata mewah, meskipun waktu itu kakek dari ibu saya adalah ketua dewan didaerah saya. ibu saya adalah seorang ASN yang karena kesibukan jadi jarang untuk ikut ayah saya ke kebun.

Tanah itu penuh ilalang dan rumput2 liar yang sangat semak. Dilembah bukit ada mata air kecil dan dikelilingi burung burung dan ayam hutan. tidak jauh dari mata air tersebut ada pohon aren yang disadap oleh petani lokal untuk membuat gula. tempat yang adem sekali.

Beliau membangun satu rumah panggung berdinding kayu. Tampa bantuan orang lain beliau rajin membersihkan dan menggarap tanah tersebut. tanah nan subur berada di pegunungan didaerah Sumatra yang terkenal dengan gunung tertingginya.

Ayah saya membeli bibit bawang untuk ditanam. pemilihan bibit yang dimulai dari usia bawang yang cocok untuk menjadi bibit kemudian teknik menanam dan posisi bawang yang baik serta pemeliharaan bawang tersebut.

Bagaimana dengan ketersediaan air? air yang mungkin ga sanggup untuk kita bawa dari lembah bukit kemudian diangkat untuk mengirami seluruh sisi bukit tersebut. beliau membuat semacam kincir yang berputar untuk mengangkut ke setiap sudut kebun. Tampa listrik/diesel Tampa mesin yang membantu beliau. semua dilakukan secara manual termasuk pupuk. beliau memakai pupuk kandang karena beliau sengaja berternak ayam dan dibeberapa jarak diatas perbukitan ada peternak sapi. disisi lain, teman ayah saya melihat betapa subur nya tenaman bawang yang ditanam oleh ayah saya. beliau tertarik untuk bertani bawang didaerah lain.

Tiba lah musim panen 3 bulan kemudian. hasil tani ayah saya hampir 10 kali lipat dari bibit tersebut. ditambah lagi kualitas bawang yang sangat bagus dibandingkan milik petani lain sehingga dihargai lebih mahal. sementara teman ayah saya, dengan modal 2 kali lebih banyak, namun untuk mengembalikan modal saja susah.

Ternyata setelah beliau bertanya kepada ayah saya. ayah saya menjawab, bertani tidak hanya sekedar memilih bibit,menanam, memupuk, dan panen. harus ada pemilihan lahan yang cocok, pemilihan bibit yang baik, menanam ada teknik nya, memupuk ada takarannya, panen ada waktunya. lahan didataran tinggi dg dataran rendah juga berpengaruh. itulah penting nya belajar.

ya kali, tidak tau strategi bertani, tiba tiba pengen hasil berlimpah. , tidak ngerti mesin tapi tiba tiba pengen jadi mekanik.

Sama hal nya dengan investasi, kalau hanya sekedar beli tunggu dan jual. apa yang akan terjadi? meskipun saham yang sama, belum tentu dengan hasil yang sama. meskipun hasil yang sama belum tentu dengan modal yang sama. 100 juta dengan keuntungan 50juta akan sama dengan 200juta minus 50juta. sama sama hasil akhirnya 150juta bukan?

Ketika kita membahas tentang coumponding interest, pasti ada yang berfikir, ya kalo saham yang untung kalo saham rugi?
analoginya Sama sama menanam, satu bertanam sayur dan satu bertanam rumput, mustahil hasilnya akan sama. begitupun di pasar modal, meskipun sama2 beli saham tapi belum tentu hasil akhirnya sama.

apapun jenis pekerjaannya, bisnisnya, usahanya, investasinya, sahamnya semua butuh skill, skill bisa kita dapatkan dari belajar.

Seperti kata Warren buffet ""THE BEST INVESTMENT YOU CAN MAKE, IS AN INVESTMENT IN YOUR SELF, THE MORE YOU LEARN, THE MORE YOU'LL EARN""


Selamat berakhir pekan, jangan lupa bahagia apalagi bersyukur... 😁🙏","12 Nov 22, 12:58"
508,"POLL
$PANI just reminder, kalau liat ada yang recommend saham pani untuk scalping, jangan diikutin, ini saham bukan buat scalping, udah banyak yang mines dan berujung CL. Kalau mau scalping ke saham yang ramai dan lebih besar volumenya lebih liquid. Tapi kalao mau coba silahkan dicoba","11 Nov 22, 15:10"
509,"WATCHLIST SORE
Untuk Senin, 14 November 2022

$PANI
$J***
$C***

==============
INFORMASI:
1. Watchlist yang diberikan merupakan rekomendasi untuk pembelian di last price dengan waktu beli pada jam 14.50-14.58.
2. Cara membeli dengan HaKa (Hajar Kanan) +4 tick.
3. Memasang auto order sell sesuai trading plan dan disiplin (boleh memakai trading plan sendiri).

⚠️ DISCLAIMER
Watchlist hanya informasi dan bukan ajakan membeli, harap dilakukan analisa kembali. Keputusan dan resiko keuntungan/kerugian ditanggung oleh diri masing-masing.","11 Nov 22, 14:57"
510,@kibe sell on news bro. $PANI juga proyeknya belum 100% jadi tapi harga nya udh naik kenceng.,"11 Nov 22, 14:29"
511,"POLL
$PANI disini lebih banyak holder atau trader? hayo vote","11 Nov 22, 14:00"
512,$PANI✈️✈️,"11 Nov 22, 14:00"
513,"6638 jumlah holder ID di Sept
6917 jumlah holder ID di Oct

makin nambahh banyak holder $PANI, jumlah saham di market segitu doang, gak sampe 4,2%

🤣🤣🤣🤣😁😁😄😄","11 Nov 22, 11:45"
514,Laporan Bulanan Registrasi Pemegang Efek [PANI],"11 Nov 22, 10:10"
515,"Pernahkah anda mendengar indicator Smart Money Concept?
Jika anda pengguna TradingView, fitur ini sudah banyak tersedia di menu Indicator.

Umumnya Smart Money Concept digunakan untuk memahami Struktur Pasar, Permintaan/Penawaran, dan Manajemen Risiko.

Di dalam indicator Smart Money Concept ini biasanya ada 2 istilah lines/garis yg sering keliatan.

1. BoS = Break of structure
BoS menandakan kelanjutan tren bullish / bearish.

2. CHoCH = Change of character
CHoCH seperti namanya, karakter berubah, maka diartikan trend berubah, bs dari bullish jadi bearish, atau bearish jadi bullish (reversal)

Di gambar saya kasi contoh sinyal garis BoS dan CHoCH untuk saham PANI.

Semoga bermanfaat untuk tmn2 yang akan menentukan posisi entry/buy atau posisi exit/sell.","11 Nov 22, 06:00"
516,$PANI pani kapan laporan keuanganmu keluar? rasae tdk sabar untuk melihat dikau untung ato rugi?,"11 Nov 22, 04:23"
517,$BUMI $ENRG $ITMG $PANI $BMRI Be greedy when others are fearful and fearful when others are greedy..,"10 Nov 22, 14:45"
518,"$PANI
Personal view , Disc On !!!","10 Nov 22, 13:30"
519,"belajarlah dari kesabaran market maker dalam menurunkan nilai saham $PANI dan $WIRG

contohlah ketabahan bandar dalam mengerek harga $INAF dan $KAEF

juga ketekunan mereka dalam mempertahankan $GOTO


mereka tidak merengek dan mengeluh dan tidak pamer laba atau rugi .

jika market meker dan bandar adalah musuhmu maka belajarlah dari kesabaran dan derita mereka ,kalau pun mereka jadi kawanmu maka perhatikanlah mekanisme mereka dalam distribusi begitu hati hati dalam membeli dan tidak ragu dalam menjual .

hindari keraguan dan penyesalan sebab dunia saham tidak akan menangisi kerugianmu juga tidak akan tersenyum pada kesuksesanmu .

🙃😋😛😝😜🤪🤗","10 Nov 22, 11:23"
520,"IDX property akankah menembus resist hari ini.
$IDXPROPERT

2023 semoga properti bangkit 💎💰

$PANI","10 Nov 22, 08:38 · Edited on 10 Nov 22, 08:39"
521,MG = Memang Gahar ... #udah gitu doang colek $PDPP $PANI 😊,"10 Nov 22, 06:16"
522,"StockPick 10 November 2022
(https://bit.ly/bernardidz)
(https://bit.ly/room-cuancommunity)

$BUKA » BUY IF BREAK 292 » CL BELOW 270 » RES 316
$INDF » BUY IF BREAK 6550 » CL BELOW 6425 » RES 6825
$KEEN » BUY IF BREAK 785 » CL BELOW 715 » RES 910
$PANI » BUY IF BREAK 1100 » CL BELOW 990 » RES 2010
$SCMA » BUY IF BREAK 256 » CL BELOW 248 » RES 270

Note:
RES » RESISTEN
CL » CUTLOSS

Update Info Saham Terbaru:
➡️ ⬅️

Belajar Trading Saham Gratis:
➡️ ⬅️

Untuk informasi lebih lengkap, kamu boleh tanyakan ke:
Juni ()
Viona ()

(Disclaimer On)

Cek disini:","9 Nov 22, 17:26 · Edited on 10 Nov 22, 19:28"
523,"November Minggu kedua masih belum rilis LK emiten kesayangan 🧐🧐🧐

Tuhan menyertai orang2 yg sabar.☺️

abaikan kebisingan stockbit.
Holders always win 💎👑
$PANI","9 Nov 22, 16:22"
524,@Saba1974 besok si $PANI juga terbanglah... #Edisi Kamis Kliwon hahaha,"9 Nov 22, 15:46"
525,"$PDPP
nominasi BANDAR ter-GABUT yang paling ROYAL dan demen bakar duit ( Pasang ganjel tembok 3,19 M Lot Saham ) dalam episode IPO November 2022 jatuh kepada Bandar PDPP
😀😀😀

colek $PANI dulu dong, iri??? bilang $BOSS!!","9 Nov 22, 14:56 · Edited on 9 Nov 22, 15:42"
526,"$PANI #HanyaSpekulasiSaya
ritel dpt barang di 800an, pas naik 1000an jual.
ritel nunggu 800an lagi, ternyata dijaga di 1000an.
tiba2 nanti dinaikin 1200an, trus turun ke 1100an.
ritel nunggu turun ke harga 1000an ternyata dinaikin sampe 1500an.... akhirnya ritel fomo 🤣
apakah polanya akan seperti itu ndar?","9 Nov 22, 14:50 · Edited on 9 Nov 22, 14:51"
527,$PANI iya gitu turun dulu lah ndarr.. kendaraan lu kurang bensin tu 😂,"9 Nov 22, 14:32"
528,$PANI kencangkan sabux pengaman 🚀,"9 Nov 22, 13:48"
529,"$PANI Saldo kalian di SB udah pada balik belum ya?
Kok saya masih belum, udah sesi 2","9 Nov 22, 13:43"
530,"Kemarin, jam sekarang, $PANI menarik di strong support. Sudah buy kemarin di 995, lumayan 6%+. Happy cuan yg ikut beli di strong support kemarin","9 Nov 22, 13:38"
531,"tebak2 gangguan SB yukkk ahh...

https://stockbit.com/post/10058172

random tag
$PDPP $BRMS $BSBK $BUMI $PANI","9 Nov 22, 13:05"
532,$PANI,"9 Nov 22, 12:32"
533,$PANI,"9 Nov 22, 12:26"
534,"$PANI book value nya 3 perak, segini aja udah bagus :V
#Nakut-nakutin","9 Nov 22, 10:18"
535,"Yuk kita coba predict $PANI lagi, see you in 3 months (hopefully less) 👀","9 Nov 22, 09:09"
536,"@Stockbit ini duit balance gue ilang
bikin $PANI k $BOSS
gue kemaren cm sell $SICO kok ada transaksi buy sico ??? erot sih eror tp ga gini jg woooooi","9 Nov 22, 08:52 · Edited on 9 Nov 22, 08:53"
537,$PANI CL.😅,"8 Nov 22, 20:34"
538,$PANI,"8 Nov 22, 19:38"
539,$PANI cuma mau kasi tau book value nya 3 rupiah,"8 Nov 22, 18:05"
540,$PANI kemungkinan besar pdpp akan ara beberapa kali.pani akan ikut ara ngak ya???,"8 Nov 22, 15:07"
541,"$PANI kenapa lapkeu nya lama? karena orang auditnya bingung, fisiknya pabrik kaleng tapi ngakunya perusahaan properti wkwkwk","8 Nov 22, 14:47"
542,$PANI tidur dulu.......audit paling kelar nya nanti akhir November......gapapa saya nunggu desembernya saja......,"8 Nov 22, 14:40 · Edited on 8 Nov 22, 14:52"
543,$PANI lama benar ya laporan keuangannya pani.masa audit ngak selesai selesai???,"8 Nov 22, 14:32"
544,"$PANI di strong support. Kalo jebol CL, kalo bertahan, potensi up tinggi. Atur sendiri trading plan dan MM nya ya, jangan asal HAKA","8 Nov 22, 13:46"
545,$PANI arb coi,"8 Nov 22, 13:44"
546,"ada yg antri jual $PANI 1 frekuensi = 1 ID = 1 org 478 lot, CL pak? 🤣 😆 scalping di saham yg volatile tinggi, yg IPO lagi rame tuhh, bisa utk scalping. klopun ini rebound, woles aja. trs fomo dan jadi CL kan ?? 😂 😆

bandar belum dateng, masih ritel scalper

478 lot skitar 47,8 jt.
feel the magic in the air 😂 😆","8 Nov 22, 13:41"
547,"@stockbit tolong cek chat ke CS, saya selisih 1 lot di $PANI, padahal tdk ada order buy dan sell. jgn sampai saya berpikir @stockbit curi lot saya. segera selesaikan masalah ini!!","8 Nov 22, 10:04"
548,"Tentang Gaji Rata-rata

Setelah membuat artikel tentang gaji rata-rata $BBCA banyak yang protes bilang kurang oke pakai data rata-rata, harus pakai median dll.
https://cutt.ly/GN3Yg5U

Jadi begini, mengapa saya menggunakan kata rata-rata, karena

Pertama, itu sangat simpel. Hanya menggunakan jumlah total gaji bagi jumlah pegawai tetap. Selesai. Tidak peduli itu mau level manager atau staf.

Kedua, di Laporan Keuangan BBCA, adanya hanya data gaji total dan jumlah karyawan. Dari mana saya harus ambil data gaji staf atau gaji manager? Emangnya di LK ada datanya? Sebenarnya data gaji karyawan BBCA bisa dicek di aplikasi lain seperti Gajimu, Jobplanet, Payscale, dll. Tapi itu kan butuh effort lagi. Kalau emang niat banget cari median gaji karyawan BBCA yang 25.000an orang itu, silahkan lakukan riset masing-masing.

Sebagai investor, kita harus bisa memanfaatkan informasi yang terbatas untuk mengambil keputusan investasi. Oleh karena itu dalam investasi, selalu ada yang namanya unsur spekulasi karena kita tidak tahu bagaimana masa depan dan kita tidak tahu semua informasi dalam sebuah perusahaan. Tapi kadar spekulasi dalam sebuah investasi bisa berbeda-beda tergantung informasi yang kita miliki, jenis saham dan level harga. Misalnya investasi di dan di harga 1500 itu mungkin kadar spekulasinya hanya 5% ketimbang investasi dl harga 100 itu kadar spekulasinya bisa 90%. Investasi di BEKS harga 50 mungkin kadar spekulasinya 80%, sedangkan investasi di BEKS harga 168 itu kadar spekulasinya 99,999999%. Sekali lagi itu hanya permisalan karena spekulasi atau tidak tergantung pada informasi yang kita miliki, jenis saham dan level harga.

Seperti misalnya investor beli di harga 100 - 200


Bagi orang yang tidak punya informasi bahwa PANI akan jadi backdoor listing akan menganggap beli PANI di harga 100-200 adalah spekulasi 90%. Tapi buat orang yang punya informasi bahwa PANI akan digoreng lewat skema backdoor listing, akan beranggapan bahwa beli PANI di harga 100-200 kadar spekulasinya adalah 0,0000001%.

Meskipun sama-sama beli di level harga yang sama, tingkat dan kadar spekulasinya bisa berbeda hanya karena informasi yang dimiliki berbeda.

Itulah mengapa dalam saham, Knowledge is Power. Banyak investor kakap yang rela bayar biaya langganan Bloomberg Terminal 2000 Dollar per bulan atau 24.000 dollar per tahun hanya untuk bisa mendapatkan informasi terupdate dan insider.

Kalau investor ritel modal hanya 10 juta - 500 juta, ngapain coba langganan Bloomberg Terminal? Tidak sebanding antara Cost vs Benefit. Karena itu bagaimana memanfaatkan informasi yang ada di jalanan untuk dijadikan sebagai sarana untuk mengambil keputusan.

Stockbit adalah sarana untuk mendapatkan informasi gratisan. Kalau dikasi informasi, ya tinggal di cross check sendiri. Benar atau tidak informasi tersebut. Sekalian sharing informasi juga biar ada azas resiprokal. Kalau kata Philip Fisher, cari informasi di jalanan itu adalah Scuttlebutt alias ghibah emiten.



Ndak ghibah, ndak cuan. Tapi kalau bisa ghibahnya jangan sampai kejeblos UU ITE aja.

Disclaimer:","8 Nov 22, 06:18"
549,"@sheva2000 $PANI

(owner Sedayu property)","8 Nov 22, 00:56"
550,$PANI trun kesini dlu,"7 Nov 22, 20:55"
551,"Auto Rejection Bawah: 7 Nov 2022 (17 saham)
$PICO -6,87%
$GLVA -6,86%
$PANI -6,73%
$MAYA -6,72%
$INPP -6,7%
Historikal ARA & ARB: https://cutt.ly/LN2jBXQ","7 Nov 22, 17:36"
552,$PANI info A1 besok pembukaan langsung merah,"7 Nov 22, 15:34"
553,"$PANI nya mumpung diskon, ntr mantul jangan dikejer","7 Nov 22, 14:26"
554,"$PANI, jangan2 bukan jadi persh property pik 2 nih. Hahahaha tetap persh kaleng2 an 😜😜","7 Nov 22, 14:20"
555,$PANI SPBU ⛽,"7 Nov 22, 14:11"
556,"$BELL masih malu malu yah

$PBRX $BIPI $EURO $PANI","7 Nov 22, 11:29"
